order_id,customer_name,region,product,sales_rep,order_date,quantity,unit_price,discount,shipping_cost,revenue,total_cost,priority,sales_rep_email
ELX-1181,TechMart,west,Phone Holder,John Smith,2023-11-20,33,696.43,0.18,10.83,18845.4,18856.23,high,john.smith.@yahoo.com
ELX-1182,TechMart,Central,Wireless Charger,Jane Doe,2023-10-20,27,236.97,0.17,15.47,5310.5,5325.97,Low,jane.doeyahoo.com
ELX-1183,Digital World,North,Laptop Stand,Mike Davis,2023-09-17,33,671.67,0.1,14.4,19948.6,19963.0,,mike.davis@business.org
ELX-1184,GadgetHub,East,Fitbit Charge 6,John Smith,2023-07-02,5,423.59,0.18,17.57,"$1,736.72",1754.29,Low,
ELX-1185,Smart Store,East,iPad Air,John Smith,2023-06-30,35,416.18,0.16,21.61,"$12,235.69",12257.3,Low,
ELX-1186,GadgetHub,West,AirPods Pro,Jane Doe,2023-02-02,46,934.79,0.11,10.87,38270.3,38281.17,low,jane.doe.@gmail.com
ELX-1187,TechMart,south,Samsung Galaxy S24,Bob Wilson,2023-06-08,33,486.9,0.2,14.47,12854.16,12868.63,High,bob.wilsonyahoo.com
ELX-1188,TechMart,South,iPhone Case,Bob Wilson,2023-01-25,42,408.33,0.03,12.36,16635.36,16647.72,High,BOB.WILSON@GMAIL.COM
ELX-1189,GadgetHub,West,USB-C Cable,Bob Wilson,2023-04-06,32,835.1,0.09,20.95,24318.11,24339.06,,bob.wilson.@business.org
ELX-1190,Digital World,North,Power Bank,John Smith,2023-08-09,39,1194.19,0.05,10.88,44244.74,44255.62,HIGH,john.smith@gmail.com
ELX-1191,TechMart,North,screen protector,Bob Wilson,2023-06-06,29,729.11,0.11,18.8,18818.33,18837.13,high,BOB.WILSON@BUSINESS.ORG
ELX-1192,Digital World,West,Samsung Galaxy S24,Bob Wilson,2023-11-11,28,340.35,0.25,23.96,"$7,147.35",7171.31,HIGH,bob.wilson@yahoo.com
ELX-1193,TechMart,West,Wireless Charger,Mike Davis,2023-12-14,11,1144.06,0.04,17.15,12081.27,12098.42,Medium,MIKE.DAVIS@COMPANY.COM
ELX-1194,  GadgetHub  ,North,iPad Air,John Smith,2023-05-01,50,779.52,0.09,23.99,35468.16,35492.15,HIGH,john.smith.@yahoo.com
ELX-1195,TechMart,Central,iPad Air,Alice Brown,2023-07-09,24,541.07,0.02,7.75,12725.97,12733.72,,alice.browngmail.com
ELX-1196,Digital World,West,Screen Protector,Bob Wilson,2023-05-08,8,45.71,0.05,15.35,347.4,362.75,medium,bob.wilson.@company.com
ELX-1197,Smart Store,North,Fitbit Charge 6,Bob Wilson,2023-12-27,29,269.27,0.15,18.88,6637.51,6656.39,medium,BOB.WILSON@BUSINESS.ORG
ELX-1198,  GadgetHub  ,South,Dell XPS 13,Jane Doe,2023-02-07,29,219.6,0.18,24.95,,5247.04,Medium,jane.doe.@company.com
ELX-1199,Digital World,East,MacBook Pro,Mike Davis,2023-10-05,19,1071.23,0.21,19.24,16079.16,16098.4,high,mike.davis.@business.org
ELX-1200,  Electronics Plus  ,East,Laptop Stand,Jane Doe,2023-03-04,13,953.6,0.06,14.88,11652.99,11667.87,,jane.doe@yahoo.com
ELX-1201,Digital World,Central,Wireless Charger,Alice Brown,2023-10-10,9,740.16,0.02,11.19,6528.21,6539.4,High,alice.brown@yahoo.com
ELX-1202,GadgetHub,Central,Power Bank,Alice Brown,2023-10-22,5,163.51,0.08,6.48,752.15,758.63,Medium,alice.brown.@yahoo.com
ELX-1203,GadgetHub,Central,Wireless Charger,Jane Doe,2023-10-10,41,711.53,0.19,7.58,23629.91,23637.49,medium,jane.doe.@yahoo.com
ELX-1204,Smart Store,NORTH,Dell XPS 13,Mike Davis,2023-03-20,20,210.12,0.08,19.19,3866.21,3885.4,Medium,mike.davisgmail.com
ELX-1205,Digital World,Central,Phone Case,John Smith,2023-05-09,13,767.54,0.14,7.5,8581.1,8588.6,Low,john.smith.@business.org
ELX-1206,  Digital World  ,Central,Phone Holder,John Smith,2023-09-15,42,214.83,0.24,8.08,6857.37,6865.45,medium,JOHN.SMITH@COMPANY.COM
ELX-1207,Smart Store,Central,Screen Protector,Mike Davis,2023-01-22,2,111.25,0.24,20.42,169.1,189.52,Low,mike.davisbusiness.org
ELX-1208,Digital World,South,Power Bank,Mike Davis,2023-11-24,2,605.18,0.16,10.79,1016.7,1027.49,low,mike.davis@yahoo.com
ELX-1209,Digital World,WEST,Apple Watch Series 9,Alice Brown,2023-06-02,30,101.47,0.01,13.79,3013.66,3027.45,Medium,alice.brownyahoo.com
ELX-1210,GadgetHub,WEST,Sony WH-1000XM5,Bob Wilson,2023-11-07,10,385.41,0.18,19.68,,3180.04,medium,BOB.WILSON@GMAIL.COM
ELX-1211,Digital World,West,iPad Air,Bob Wilson,2023-09-21,36,140.83,0.06,7.45,"$4,765.69",4773.14,,bob.wilsonyahoo.com
ELX-1212,GadgetHub,South,iPad Air,John Smith,2023-01-26,19,1135.28,0.22,13.36,"$16,824.85",16838.21,medium,
ELX-1213,Electronics Plus,East,Screen Protector,Jane Doe,2023-03-23,32,1195.22,0.12,22.58,33657.4,33679.98,Medium,jane.doe@company.com
ELX-1214,GadgetHub,North,MacBook Pro,Alice Brown,2023-09-16,30,1160.52,0.05,12.06,"$33,074.82",33086.88,Medium,alice.browngmail.com
ELX-1215,TechMart,East,Gaming Headset,Mike Davis,2023-12-01,44,572.65,0.13,21.94,21921.04,21942.98,Low,-
ELX-1216,GadgetHub,South,Fitbit Charge 6,Bob Wilson,2023-07-26,24,68.61,0.01,16.24,1630.17,1646.41,High,bob.wilson.@company.com
ELX-1217,Digital World,central,iphone case,John Smith,2023-07-17,33,548.67,0.14,21.51,15571.25,15592.76,Medium,john.smithgmail.com
ELX-1218,Smart Store,CENTRAL,Dell XPS 13,Jane Doe,2023-02-19,26,457.24,0.25,16.16,8916.18,8932.34,Low,Missing
ELX-1219,Digital World,South,Sony WH-1000XM5,Mike Davis,2023-09-18,26,607.59,0.01,7.74,15639.37,15647.11,,mike.davis.@business.org
ELX-1220,Digital World,West,Laptop Stand,Alice Brown,2023-03-18,39,1073.36,0.03,23.63,"$40,605.21",40628.84,,ALICE.BROWN@COMPANY.COM
ELX-1221,Digital World,SOUTH,USB-C Cable,Mike Davis,2023-06-03,38,413.6,0.21,15.65,"$12,416.27",12431.92,,MIKE.DAVIS@COMPANY.COM
ELX-1222,Smart Store,East,Gaming Headset,John Smith,2023-07-08,22,813.46,0.24,16.67,13601.05,13617.72,,JOHN.SMITH@GMAIL.COM
ELX-1223,TechMart,Central,Gaming Headset,Bob Wilson,2023-12-02,50,700.49,0.06,6.03,32923.03,32929.06,HIGH,bob.wilsonyahoo.com
ELX-1224,GadgetHub,South,Laptop Stand,Mike Davis,2023-07-14,10,988.67,0.06,16.45,9293.5,9309.95,Low,mike.daviscompany.com
ELX-1225,TechMart,SOUTH,IPHONE 15,Alice Brown,2023-10-06,27,194.45,0.17,13.21,4357.62,4370.83,Medium,ALICE.BROWN@BUSINESS.ORG
ELX-1226,Smart Store,West,Samsung Galaxy S24,Jane Doe,2023-09-23,14,679.65,0.25,14.57,7136.33,7150.9,Medium,
ELX-1227,GadgetHub,East,AirPods Pro,Alice Brown,2023-09-30,22,662.33,0.17,22.35,12094.15,12116.5,,ALICE.BROWN@GMAIL.COM
ELX-1228,Digital World,Central,Gaming Headset,Jane Doe,2023-07-05,18,676.33,0.06,24.46,11443.5,11467.96,low,jane.doe.@business.org
ELX-1229,Digital World,East,Sony WH-1000XM5,Alice Brown,2023-06-12,31,428.33,0.23,20.91,10224.24,10245.15,High,alice.brown@yahoo.com
ELX-1230,Digital World,East,Dell XPS 13,Mike Davis,2023-12-13,35,464.94,0.25,21.37,12204.67,12226.05,Medium,
ELX-1231,Electronics Plus,East,Samsung Galaxy S24,Bob Wilson,2023-02-10,23,1109.95,0.16,19.95,21444.23,21464.18,,bob.wilsonbusiness.org
ELX-1232,Electronics Plus,South,Phone Holder,Bob Wilson,2023-10-15,45,336.87,0.03,19.82,14704.38,14724.2,low,
ELX-1233,Electronics Plus,South,Samsung Galaxy S24,Mike Davis,2023-04-26,41,290.91,0.03,11.61,11569.49,11581.1,low,mike.davis@yahoo.com
ELX-1234,GadgetHub,north,iPad Air,John Smith,2023-10-09,11,497.19,0.23,22.57,4211.2,4233.77,High,
ELX-1235,GadgetHub,South,IPHONE CASE,Bob Wilson,2023-05-27,42,85.11,0.19,18.05,,2913.49,high,bob.wilson@yahoo.com
ELX-1236,Electronics Plus,Central,Samsung Galaxy S24,Jane Doe,2023-08-02,12,1121.7,0.01,21.72,13325.8,13347.52,low,jane.doe.@company.com
ELX-1237,GadgetHub,South,iPhone Case,John Smith,2023-01-05,20,688.03,0.03,24.66,13347.78,13372.44,Low,john.smith.@gmail.com
ELX-1238,Digital World,WEST,Phone Holder,Mike Davis,2023-09-10,9,1023.51,0.12,8.86,8106.2,8115.06,low,MIKE.DAVIS@COMPANY.COM
ELX-1239,TechMart,East,AirPods Pro,Alice Brown,2023-11-28,17,866.54,0.0,11.74,14731.18,14742.92,Medium,ALICE.BROWN@GMAIL.COM
ELX-1240,Digital World,Central,Sony WH-1000XM5,Jane Doe,2023-11-09,41,1078.0,0.21,15.31,34916.42,34931.73,Medium,jane.doe@company.com
ELX-1241,TechMart,WEST,Dell XPS 13,Jane Doe,2023-03-13,31,398.47,0.06,10.22,11611.42,11621.64,,Missing
ELX-1242,Electronics Plus,West,Fitbit Charge 6,Bob Wilson,2023-06-04,38,871.62,0.0,18.07,"$33,121.56",33139.63,medium,bob.wilson.@gmail.com
ELX-1243,Electronics Plus,north,Dell XPS 13,Alice Brown,2023-06-07,11,495420.0,0.13,22.9,4741.17,4764.07,Low,alice.brown@company.com
ELX-1244,Digital World,North,iPhone Case,Bob Wilson,2023-11-11,15,274.67,0.03,8.06,3996.45,4004.51,Low,-
ELX-1245,Smart Store,East,Power Bank,Mike Davis,2023-08-30,49,651.96,0.17,9.37,26515.21,26524.58,High,mike.davisbusiness.org
ELX-1246,Electronics Plus,Central,MacBook Pro,Mike Davis,2023-08-17,34,848.96,0.02,16.28,28287.35,28303.63,high,MIKE.DAVIS@BUSINESS.ORG
ELX-1247,TechMart,Central,Laptop Stand,Jane Doe,2023-10-21,35,192.58,0.08,15.41,6201.08,6216.49,Medium,jane.doe@gmail.com
ELX-1248,  TechMart  ,South,Gaming Headset,John Smith,2023-09-19,29,973.3,0.11,15.26,25120.87,25136.13,Medium,john.smith@company.com
ELX-1249,GadgetHub,Central,Samsung Galaxy S24,Mike Davis,2023-08-25,44,971.19,0.18,12.92,35040.54,35053.46,high,mike.davisyahoo.com
ELX-1250,TechMart,south,MacBook Pro,John Smith,2023-08-05,23,844.96,0.14,6.21,16713.31,16719.52,HIGH,john.smith@yahoo.com
ELX-1251,TechMart,West,Samsung Galaxy S24,Bob Wilson,2023-07-29,12,926.23,0.19,24.57,9002.96,9027.53,medium,bob.wilson@business.org
ELX-1252,  GadgetHub  ,East,USB-C Cable,Alice Brown,2023-07-13,25,110.1,0.24,22.49,2091.9,2114.39,HIGH,
ELX-1253,  Electronics Plus  ,East,Dell XPS 13,Jane Doe,2023-10-03,26,641.68,0.18,9.45,13680.62,13690.07,medium,jane.doe@company.com
ELX-1254,TechMart,North,iPhone Case,Alice Brown,2023-12-11,47,660.17,0.13,21.47,"$26,994.35",27015.82,Low,alice.browncompany.com
ELX-1255,Electronics Plus,West,Wireless Charger,Jane Doe,2023-05-22,13,1125.83,0.18,7.26,12001.35,12008.61,high,jane.doe.@gmail.com
ELX-1256,GadgetHub,Central,iPhone 15,Jane Doe,2023-04-16,5,134.56,0.01,16.96,666.07,683.03,High,jane.doecompany.com
ELX-1257,TechMart,SOUTH,Samsung Galaxy S24,Alice Brown,2023-08-13,15,654.62,0.19,20.52,7953.63,7974.15,high,ALICE.BROWN@COMPANY.COM
ELX-1258,Electronics Plus,Central,iPhone-Case,Jane Doe,2023-10-22,21,699.31,0.19,21.37,11895.26,11916.63,low,Missing
ELX-1259,Electronics Plus,East,iPad Air,Mike Davis,2023-04-24,27,371.09,0.02,23.97,9819.04,9843.01,Medium,mike.davis@gmail.com
ELX-1260,  Electronics Plus  ,West,Phone Holder,Alice Brown,2023-01-25,23,1130.78,0.17,20.72,21586.59,21607.31,High,ALICE.BROWN@YAHOO.COM
ELX-1261,  Digital World  ,West,PowerBank,Jane Doe,2023-06-03,25,232.9,0.13,9.82,5065.57,5075.39,HIGH,jane.doe.@yahoo.com
ELX-1262,Electronics Plus,East,iPad Air,Alice Brown,2023-01-30,36,504.02,0.1,15.6,"$16,330.25",16345.85,Medium,alice.browngmail.com
ELX-1263,  GadgetHub  ,South,Fitbit Charge 6,Jane Doe,2023-06-19,42,108.7,0.11,12.42,4063.21,4075.63,HIGH,jane.doe@business.org
ELX-1264,Smart Store,South,SAMSUNG GALAXY S24,Bob Wilson,2023-07-13,44,731.89,,6.46,31881.13,31887.59,medium,BOB.WILSON@COMPANY.COM
ELX-1265,Smart Store,Central,Sony WH-1000XM5,Alice Brown,2023-04-17,22,374.28,0.23,9.24,6340.3,6349.54,Low,ALICE.BROWN@YAHOO.COM
ELX-1266,Electronics Plus,North,Gaming Headset,Jane Doe,2023-12-23,39,848.97,0.1,9.79,29798.85,29808.64,Low,jane.doebusiness.org
ELX-1267,  Digital World  ,East,Type-C Cable,Alice Brown,2023-10-01,42,440.72,0.07,15.26,17214.52,17229.78,HIGH,alice.brown.@gmail.com
ELX-1268,GadgetHub,West,Dell XPS 13,Alice Brown,2023-06-13,14,454.29,0.1,16.25,5724.05,5740.3,Medium,ALICE.BROWN@COMPANY.COM
ELX-1269,Electronics Plus,South,iPhone 15,Bob Wilson,2023-10-11,38,701.28,0.1,8.05,23983.78,23991.83,low,bob.wilson@company.com
ELX-1270,Digital World,South,usb-c cable,Mike Davis,2023-05-06,32,667.51,0.24,11.75,16233.84,16245.59,HIGH,
ELX-1271,GadgetHub,West,Bluetooth Speaker,Jane Doe,2023-06-30,11,180.85,0.14,8.68,1710.84,1719.52,HIGH,jane.doe@business.org
ELX-1272,Smart Store,North,Laptop Stand,John Smith,2023-02-08,43,72.49,0.0,7.75,3117.07,3124.82,low,john.smith@gmail.com
ELX-1273,Electronics Plus,North,iPad Air,John Smith,2023-04-22,-33,555.37,0.02,17.75,17960.67,17978.42,high,john.smith@yahoo.com
ELX-1274,Smart Store,West,Gaming Headset,John Smith,2023-01-04,35,668.7,0.0,15.59,23404.5,23420.09,medium,john.smith.@yahoo.com
ELX-1275,Digital World,Central,iPhone Case,John Smith,2023-09-15,45,813.73,0.2,23.2,29294.28,29317.48,medium,john.smithgmail.com
ELX-1276,TechMart,North,Laptop Stand,Jane Doe,2023-05-04,13,749.44,0.06,12.09,9158.16,9170.25,Medium,jane.doegmail.com
ELX-1277,GadgetHub,North,Wireless Charger,Alice Brown,2023-08-24,37,303.2,0.17,11.0,,9322.27,low,
ELX-1278,  TechMart  ,North,MacBook Pro,Alice Brown,2023-07-14,25,669.95,0.01,5.19,16581.26,16586.45,high,alice.brown.@yahoo.com
ELX-1279,Electronics Plus,North,Gaming Headset,Alice Brown,2023-11-27,22,685.54,0.21,6.91,11914.69,11921.6,HIGH,alice.brownyahoo.com
ELX-1280,Smart Store,North,Apple Watch Series 9,Jane Doe,2023-12-21,37,578.47,0.01,6.49,,21195.85,,jane.doe@company.com
ELX-1281,Digital World,Central,Samsung Galaxy S24,Jane Doe,2023-06-11,2,1154.34,0.15,20.05,1962.38,1982.43,High,jane.doe.@business.org
ELX-1282,GadgetHub,North,iPhone Case,Jane Doe,2023-10-16,16,686.53,0.21,18.54,8677.74,8696.28,high,jane.doe.@yahoo.com
ELX-1283,Smart Store,East,USB-C Cable,Jane Doe,2023-12-19,47,107.94,0.19,11.92,4109.28,4121.2,High,JANE.DOE@YAHOO.COM
ELX-1284,TechMart,West,Apple Watch Series 9,John Smith,2023-06-24,39,926.27,0.24,12.93,"$27,454.64",27467.57,HIGH,
ELX-1285,Digital World,North,Fitbit Charge 6,Alice Brown,2023-09-09,15,436.64,0.24,13.64,4977.7,4991.34,Medium,alice.brown.@yahoo.com
ELX-1286,Smart Store,West,MacBook Pro,Mike Davis,2023-06-01,16,860.03,0.02,8.08,13485.27,13493.35,HIGH,mike.davisyahoo.com
ELX-1287,Electronics Plus,West,Screen Protector,Bob Wilson,2023-02-24,6,21.16,0.08,12.2,116.8,129.0,High,bob.wilson.@company.com
ELX-1288,Digital World,North,iPad Air,John Smith,2023-04-06,28,546.88,0.14,13.16,13168.87,13182.03,medium,john.smith.@business.org
ELX-1289,TechMart,North,Wireless Charger,Mike Davis,2023-02-17,39,723.68,0.08,12.7,25965.64,25978.34,medium,
ELX-1290,  Digital World  ,West,USB-C Cable,John Smith,2023-10-14,16,692.77,0.04,12.61,10640.95,10653.56,high,john.smith.@company.com
ELX-1291,Electronics Plus,East,iPhone Case,Bob Wilson,2023-09-10,10,89.97,0.11,13.42,800.73,814.15,,bob.wilsonbusiness.org
ELX-1292,GadgetHub,North,Wireless Charger,Bob Wilson,2023-05-07,47,755.66,0.15,8.91,30188.62,30197.53,Medium,BOB.WILSON@GMAIL.COM
ELX-1293,TechMart,South,iPhone Case,John Smith,2023-07-22,22,1012.31,0.09,22.24,20266.45,20288.69,medium,john.smithbusiness.org
ELX-1294,GadgetHub,East,Power Bank,Mike Davis,2023-03-11,20,394.99,0.24,9.02,6003.85,6012.87,low,
ELX-1295,Digital World,South,USB-C Cable,Bob Wilson,2023-05-30,48,838.52,0.12,16.52,35419.08,35435.6,Medium,bob.wilsoncompany.com
ELX-1296,Electronics Plus,East,USB-C Cable,Bob Wilson,2023-07-21,24,149.96,0.14,16.84,3095.17,3112.01,High,BOB.WILSON@COMPANY.COM
ELX-1297,Smart Store,South,Phone Holder,John Smith,2023-08-25,46,263.43,0.2,21.63,9694.22,9715.85,High,john.smith@company.com
ELX-1298,TechMart,West,Gaming Headset,Jane Doe,2023-11-21,20,301.8,0.16,19.3,5070.24,5089.54,,jane.doe.@yahoo.com
ELX-1299,GadgetHub,North,Bluetooth Speaker,Mike Davis,2023-09-03,38,489.95,0.13,23.41,,16221.16,Medium,
ELX-1300,GadgetHub,Central,Samsung Galaxy S24,Bob Wilson,2023-12-26,35,718.68,0.23,7.19,"$19,368.43",19375.62,HIGH,bob.wilson@gmail.com
ELX-1301,Electronics Plus,East,AIRPODS PRO,Mike Davis,2023-01-23,37,1180.58,0.17,12.99,36255.61,36268.6,Low,
ELX-1302,Digital World,West,Dell XPS 13,John Smith,2023-02-20,17,278.07,0.19,16.16,3829.02,3845.18,Medium,JOHN.SMITH@BUSINESS.ORG
ELX-1303,Smart Store,SOUTH,Bluetooth Speaker,Bob Wilson,2023-07-20,30,930.23,0.15,15.01,23720.87,23735.88,high,bob.wilson.@company.com
ELX-1304,Digital World,North,Gaming Headset,John Smith,2023-06-01,27,1105.85,0.02,21.63,29260.79,29282.42,medium,JOHN.SMITH@BUSINESS.ORG
ELX-1305,Electronics Plus,East,iPhone Case,Bob Wilson,2023-08-22,14,632.52,0.09,6.95,"$8,058.30",8065.25,medium,bob.wilson.@gmail.com
ELX-1306,GadgetHub,East,MacBook Pro,Bob Wilson,2023-01-23,46,151.38,0.21,17.96,"$5,501.15",5519.11,HIGH,bob.wilson.@gmail.com
ELX-1307,  Electronics Plus  ,South,Laptop Stand,Jane Doe,2023-10-10,11,407.22,0.11,14.24,"$3,986.68",4000.92,,jane.doegmail.com
ELX-1308,GadgetHub,South,AirPods Pro,Alice Brown,2023-07-22,2,888.81,0.22,13.99,1386.54,1400.53,medium,
ELX-1309,GadgetHub,West,iPhone 15,Jane Doe,2023-04-16,18,906.51,0.2,6.25,13053.74,13059.99,high,jane.doe@company.com
ELX-1310,TechMart,central,AirPods Pro,Bob Wilson,2023-06-16,13,557.2,0.07,22.25,6736.55,6758.8,,bob.wilson.@yahoo.com
ELX-1311,Smart Store,East,USB-C Cable,Mike Davis,2023-07-20,38,150.37,0.09,14.16,5199.79,5213.95,HIGH,mike.daviscompany.com
ELX-1312,Electronics Plus,East,Apple MacBook Pro,Jane Doe,2023-06-10,8,297.71,0.03,12.47,,2322.7,low,JANE.DOE@BUSINESS.ORG
ELX-1313,  Electronics Plus  ,Central,USB-C Cable,Alice Brown,2023-11-02,9,696.15,0.11,14.73,5576.16,5590.89,Low,alice.brown@yahoo.com
ELX-1314,Smart Store,South,Phone Holder,Jane Doe,2023-09-08,19,181.25,,14.02,3168.25,3182.27,HIGH,JANE.DOE@BUSINESS.ORG
ELX-1315,  TechMart  ,East,iPhone 15,Alice Brown,2023-03-11,13,981.03,0.24,15.11,9692.58,9707.69,HIGH,ALICE.BROWN@BUSINESS.ORG
ELX-1316,GadgetHub,WEST,Gaming Headset,Alice Brown,2023-12-30,29,594.11,0.02,5.62,16884.61,16890.23,Low,-
ELX-1317,Electronics Plus,East,Samsung Galaxy S24,Bob Wilson,2023-04-26,35,357.07,0.2,16.31,9997.96,10014.27,low,bob.wilson.@yahoo.com
ELX-1318,GadgetHub,CENTRAL,Laptop Stand,John Smith,2023-10-21,8,332.45,0.14,24.82,2287.26,2312.08,Medium,JOHN.SMITH@COMPANY.COM
ELX-1319,Smart Store,North,Bluetooth Speaker,Mike Davis,2023-04-22,28,136.36,0.21,20.03,,3036.31,low,Missing
ELX-1320,Digital World,North,Bluetooth Speaker,Bob Wilson,2023-06-28,6,535.3,0.25,20.51,"$2,408.85",2429.36,high,bob.wilson@company.com
ELX-1321,Electronics Plus,South,Wireless Charger,Mike Davis,2023-11-20,28,211.69,0.03,9.13,"$5,749.50",5758.63,Medium,MIKE.DAVIS@YAHOO.COM
ELX-1322,Electronics Plus,North,Wireless Charger,Mike Davis,2023-05-24,39,653.44,0.08,19.08,23445.43,23464.51,Low,Missing
ELX-1323,Digital World,Central,Fitbit Charge 6,Mike Davis,2023-12-14,7,175.67,0.19,13.23,996.05,1009.28,Medium,MIKE.DAVIS@COMPANY.COM
ELX-1324,TechMart,East,iPad Air,Jane Doe,2023-05-08,10,858.0,0.21,20.23,6778.2,6798.43,low,JANE.DOE@BUSINESS.ORG
ELX-1325,GadgetHub,WEST,iPad Air,Mike Davis,2023-11-20,18,758.96,0.09,6.51,12431.76,12438.27,high,mike.davisgmail.com
ELX-1326,TechMart,West,Laptop Stand,Bob Wilson,2023-12-22,24,553.81,0.12,16.64,11696.47,11713.11,HIGH,bob.wilson.@yahoo.com
ELX-1327,TechMart,West,Wireless-Charger,John Smith,2023-10-01,26,273.13,0.11,9.24,6320.23,6329.47,medium,JOHN.SMITH@YAHOO.COM
ELX-1328,Digital World,East,iPhone Case,Bob Wilson,2023-10-08,-37,169.75,0.21,20.77,Missing,4982.56,high,bob.wilsonyahoo.com
ELX-1329,TechMart,North,Dell XPS 13,Alice Brown,2023-01-09,8,1116.38,0.04,14.13,8573.8,8587.93,High,alice.brown@company.com
ELX-1330,GadgetHub,SOUTH,iPad Air,Bob Wilson,2023-03-23,18,125.61,0.09,6.65,2057.49,2064.14,,bob.wilson.@gmail.com
ELX-1331,Electronics Plus,North,USB-C Cable,Bob Wilson,2023-12-25,49,292.46,0.16,19.07,12037.65,12056.72,High,bob.wilson.@yahoo.com
ELX-1332,TechMart,South,Gaming Headset,John Smith,2023-03-09,38,283.04,0.17,5.19,8927.08,8932.27,Low,
ELX-1333,Digital World,North,PowerBank,Jane Doe,2023-09-02,5,286.3,0.02,21.12,1402.87,1423.99,HIGH,jane.doe@business.org
ELX-1334,TechMart,East,Wireless Charger,Bob Wilson,2023-03-12,25,931.55,0.19,7.66,18863.89,18871.55,medium,bob.wilsonyahoo.com
ELX-1335,Electronics Plus,North,Laptop Stand,Mike Davis,2023-01-05,40,785.27,0.11,19.45,27955.61,27975.06,HIGH,mike.davis.@yahoo.com
ELX-1336,Electronics Plus,West,Bluetooth Speaker,Jane Doe,2023-02-14,7,180.92,0.03,19.6,1228.45,1248.05,Low,jane.doe@company.com
ELX-1337,Digital World,West,Screen Protector,Jane Doe,2023-05-07,18,778.88,0.06,17.02,13178.65,13195.67,Medium,jane.doeyahoo.com
ELX-1338,Smart Store,East,iPhone 15,Bob Wilson,2023-04-16,34,734.21,0.05,12.84,23714.98,23727.82,Low,
ELX-1339,TechMart,South,Gaming Headset,Alice Brown,2023-02-27,16,607.01,0.15,15.57,8255.34,8270.91,High,alice.brownyahoo.com
ELX-1340,TechMart,EAST,Screen Protector,Jane Doe,2023-07-18,37,513.72,0.14,8.46,16346.57,16355.03,High,jane.doe@company.com
ELX-1341,  GadgetHub  ,North,iPhone 15,Mike Davis,2023-02-04,1,325.69,0.01,6.21,322.43,328.64,High,mike.davisbusiness.org
ELX-1342,GadgetHub,Central,iPhone Case,Mike Davis,2023-08-01,28,846.65,0.02,15.73,23232.08,23247.81,High,mike.davis@company.com
ELX-1343,Smart Store,South,Fitbit Charge 6,John Smith,2023-06-08,6,620.9,0.05,21.16,3539.13,3560.29,HIGH,JOHN.SMITH@BUSINESS.ORG
ELX-1344,Smart Store,East,USB-C Cable,Mike Davis,2023-11-21,49,1003.91,0.17,6.32,40829.02,40835.34,HIGH,mike.davisbusiness.org
ELX-1345,GadgetHub,SOUTH,Samsung Galaxy S24,Jane Doe,2023-02-14,28,152.44,0.15,6.1,3628.07,3634.17,medium,-
ELX-1346,Electronics Plus,North,iPhone 15,Jane Doe,2023-12-26,1,209.14,0.24,15.46,,174.41,Low,jane.doe@yahoo.com
ELX-1347,Digital World,South,Wireless Charger,Jane Doe,2023-05-18,47,1065.4,0.19,5.59,40559.78,40565.37,medium,jane.doebusiness.org
ELX-1348,GadgetHub,East,Laptop Stand,John Smith,2023-05-15,46,1170.43,0.16,14.92,45225.42,45240.34,high,john.smithcompany.com
ELX-1349,Smart Store,East,Samsung Galaxy S24,Alice Brown,2023-10-18,11,450.71,0.06,7.06,4660.34,4667.4,HIGH,alice.brown.@business.org
ELX-1350,Smart Store,NORTH,Apple Watch Series 9,Mike Davis,2023-01-02,3,1032.55,0.0,5.92,3097.65,3103.57,HIGH,Missing
ELX-1351,Digital World,West,iPad Air,Jane Doe,2023-01-19,36,966.69,0.18,18.11,28536.69,28554.8,HIGH,jane.doe.@gmail.com
ELX-1352,Electronics Plus,East,Apple Watch Series 9,Alice Brown,2023-06-13,18,993.81,0.14,7.39,15384.18,15391.57,medium,ALICE.BROWN@BUSINESS.ORG
ELX-1353,TechMart,South,Apple Watch Series 9,Mike Davis,2023-01-24,26,96.68,0.12,10.65,2212.04,2222.69,,mike.davisgmail.com
ELX-1354,Digital World,East,MacBook Pro,Mike Davis,2023-08-22,1,452.17,0.07,20.69,420.52,441.21,Low,mike.davisyahoo.com
ELX-1355,Smart Store,South,Bluetooth Speaker,Bob Wilson,2023-10-30,32,1197.38,0.19,19.65,31036.09,31055.74,HIGH,bob.wilson.@company.com
ELX-1356,  Smart Store  ,South,iPad Air,John Smith,2023-07-29,2,291.1,0.09,21.79,529.8,551.59,High,JOHN.SMITH@COMPANY.COM
ELX-1357,TechMart,East,iPhone 15,Alice Brown,2023-06-07,7,258.16,0.25,13.4,1355.34,1368.74,low,ALICE.BROWN@GMAIL.COM
ELX-1358,TechMart,South,Fitbit Charge 6,John Smith,2023-01-23,15,1078.29,0.13,19.02,14071.68,14090.7,HIGH,john.smith@business.org
ELX-1359,Digital World,West,MacBook Pro,Mike Davis,2023-02-18,33,173.21,0.2,6.5,4572.74,4579.24,Low,mike.davisyahoo.com
ELX-1360,Smart Store,North,Power Bank,Jane Doe,2023-05-02,19,324.27,0.08,21.02,"$5,668.24",5689.26,High,jane.doebusiness.org
